polarity,review_id,sentence_id,text,op_category,op_target,op_OTE_offset,tokens
positive,Z#10,Z#10:3,Over all it was a very nice romantic place .,AMBIENCE#GENERAL,place,"('37', '42')","['Over', 'nice', 'romantic', 'place']"
positive,P#7,P#7:0,Loved it,RESTAURANT#GENERAL,NULL,"('0', '0')",['Loved']
positive,P#7,P#7:1,A coworker and I tried Pacifico after work a few Fridays and loved it.,RESTAURANT#GENERAL,Pacifico,"('23', '31')","['A', 'coworker', 'I', 'tried', 'Pacifico', 'work', 'Fridays', 'loved']"
positive,P#7,P#7:2,The atmosphere was great.,AMBIENCE#GENERAL,atmosphere,"('4', '14')","['The', 'atmosphere', 'great']"
positive,P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",FOOD#QUALITY,food,"('4', '8')","['The', 'food', 'ordered', 'excellent', 'although', 'I', 'say', 'margaritas', 'anything', 'write', 'home']"
neutral,P#7,P#7:3,"The food we ordered was excellent, although I wouldn't say the margaritas were anything to write home about.",DRINKS#QUALITY,margaritas,"('63', '73')","['The', 'food', 'ordered', 'excellent', 'although', 'I', 'say', 'margaritas', 'anything', 'write', 'home']"
neutral,P#7,P#7:4,"Our waitress wasn't mean, but not especially warm or attentive either.",SERVICE#GENERAL,waitress,"('4', '12')","['Our', 'waitress', 'mean', 'especially', 'warm', 'attentive', 'either']"
positive,P#7,P#7:5,"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",RESTAURANT#GENERAL,restaurant,"('52', '62')","['I', 'must', 'say', 'I', 'surprised', 'bad', 'reviews', 'restaurant', 'earlier', 'year', 'though']"
positive,P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",AMBIENCE#GENERAL,patio,"('89', '94')","['Regardless', 'back', 'wait', 'visit', 'summer', 'take', 'advantage', 'patio']"
positive,P#7,P#7:7,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",RESTAURANT#GENERAL,NULL,"('0', '0')","['Regardless', 'back', 'wait', 'visit', 'summer', 'take', 'advantage', 'patio']"
negative,FF#4,FF#4:0,Dumbfoundingly Poor,RESTAURANT#GENERAL,NULL,"('0', '0')","['Dumbfoundingly', 'Poor']"
negative,FF#4,FF#4:1,"This was, from start to finish, a mind-bogglingly uncomfortable experience.",RESTAURANT#GENERAL,NULL,"('0', '0')","['This', 'start', 'finish', 'uncomfortable', 'experience']"
negative,FF#4,FF#4:2,Lexicographers take note: a new and fascinating definition of rudeness is alive and flourishing right here in Brooklyn.,SERVICE#GENERAL,NULL,"('0', '0')","['Lexicographers', 'take', 'note', 'new', 'fascinating', 'definition', 'rudeness', 'alive', 'flourishing', 'right', 'Brooklyn']"
negative,FF#4,FF#4:3,The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty and ashamed for deigning to attract their attention.,SERVICE#GENERAL,servers,"('4', '11')","['The', 'servers', 'Flatbush', 'Farm', 'appear', 'perfected', 'ghastly', 'technique', 'making', 'feel', 'guilty', 'ashamed', 'deigning', 'attract', 'attention']"
negative,FF#4,FF#4:4,Polite acknowledgement is out;,SERVICE#GENERAL,NULL,"('0', '0')","['Polite', 'acknowledgement']"
negative,FF#4,FF#4:5,supercilious scorn is in.,SERVICE#GENERAL,NULL,"('0', '0')","['supercilious', 'scorn']"
negative,FF#4,FF#4:6,"And how many times can you pick up the same perfectly aligned set of napkins, inspect them vapidly and plonk them down in exactly the same place instead of venturing a glance at people who are there to help you make the rent?",SERVICE#GENERAL,NULL,"('0', '0')","['And', 'many', 'times', 'pick', 'perfectly', 'aligned', 'set', 'napkins', 'inspect', 'vapidly', 'plonk', 'exactly', 'place', 'instead', 'venturing', 'glance', 'people', 'help', 'make', 'rent']"
negative,FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",SERVICE#GENERAL,server,"('12', '18')","['A', 'different', 'server', 'enhanced', 'fun', 'dumping', 'entrees', 'front', 'us', 'halfway', 'appetizer', 'delicious']"
positive,FF#4,FF#4:7,"A different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).",FOOD#QUALITY,appetizer,"('92', '101')","['A', 'different', 'server', 'enhanced', 'fun', 'dumping', 'entrees', 'front', 'us', 'halfway', 'appetizer', 'delicious']"
positive,FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",FOOD#QUALITY,food,"('12', '16')","['Overall', 'food', 'quality', 'pretty', 'good', 'though', 'I', 'hear', 'salmon', 'much', 'better', 'sat', 'cooling', 'front', 'guest']"
negative,FF#4,FF#4:8,"Overall the food quality was pretty good, though I hear the salmon is much better when it hasn't sat cooling in front of the guest.",SERVICE#GENERAL,NULL,"('0', '0')","['Overall', 'food', 'quality', 'pretty', 'good', 'though', 'I', 'hear', 'salmon', 'much', 'better', 'sat', 'cooling', 'front', 'guest']"
positive,FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,fit-out,"('21', '28')","['The', 'place', 'nice', 'attractive', 'furnishings', 'I', 'could', 'tell', 'reasonable', 'wine', 'list', 'I', 'given', 'food', 'menu', 'I', 'asked', 'carte', 'des', 'vins']"
positive,FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",AMBIENCE#GENERAL,furnishings,"('46', '57')","['The', 'place', 'nice', 'attractive', 'furnishings', 'I', 'could', 'tell', 'reasonable', 'wine', 'list', 'I', 'given', 'food', 'menu', 'I', 'asked', 'carte', 'des', 'vins']"
positive,FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",DRINKS#STYLE_OPTIONS,wine list,"('100', '109')","['The', 'place', 'nice', 'attractive', 'furnishings', 'I', 'could', 'tell', 'reasonable', 'wine', 'list', 'I', 'given', 'food', 'menu', 'I', 'asked', 'carte', 'des', 'vins']"
negative,FF#4,FF#4:9,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",SERVICE#GENERAL,NULL,"('0', '0')","['The', 'place', 'nice', 'attractive', 'furnishings', 'I', 'could', 'tell', 'reasonable', 'wine', 'list', 'I', 'given', 'food', 'menu', 'I', 'asked', 'carte', 'des', 'vins']"
negative,FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#PRICES,NULL,"('0', '0')","['At', '120', 'two', 'people', 'however', 'way', 'represents', 'value', 'unless', 'looking', 'pay', 'hour', 'torture']"
negative,FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",RESTAURANT#GENERAL,NULL,"('0', '0')","['At', '120', 'two', 'people', 'however', 'way', 'represents', 'value', 'unless', 'looking', 'pay', 'hour', 'torture']"
negative,FF#4,FF#4:10,"At $120 for two people, however, this in no way represents value, unless you're looking to pay by the hour for passive-aggressive torture.",SERVICE#GENERAL,NULL,"('0', '0')","['At', '120', 'two', 'people', 'however', 'way', 'represents', 'value', 'unless', 'looking', 'pay', 'hour', 'torture']"
negative,FF#4,FF#4:11,"On that scale, it's a world-beater.",RESTAURANT#GENERAL,NULL,"('0', '0')","['On', 'scale']"
negative,FF#3,FF#3:0,How is this palce still open?,RESTAURANT#GENERAL,palce,"('12', '17')","['How', 'palce', 'still', 'open']"
negative,FF#3,FF#3:1,I honestly don't even know where to begin.,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'honestly', 'even', 'know', 'begin']"
positive,FF#3,FF#3:3,"We arrived and were seated immediately, which made us both happy.",SERVICE#GENERAL,NULL,"('0', '0')","['We', 'arrived', 'seated', 'immediately', 'made', 'us', 'happy']"
positive,FF#3,FF#3:5,Everything was going good until we got our meals.,RESTAURANT#GENERAL,NULL,"('0', '0')","['Everything', 'going', 'good', 'got', 'meals']"
negative,FF#3,FF#3:5,Everything was going good until we got our meals.,FOOD#QUALITY,meals,"('43', '48')","['Everything', 'going', 'good', 'got', 'meals']"
negative,FF#3,FF#3:6,I took one look at the chicken and I was appalled.,FOOD#STYLE_OPTIONS,chicken,"('23', '30')","['I', 'took', 'one', 'look', 'chicken', 'I', 'appalled']"
negative,FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['It', 'served', 'skin', 'bed', 'extremely', 'undercooked', 'spinach', 'mashed', 'potatoes']"
negative,FF#3,FF#3:7,"It was served with skin, over a bed of extremely undercooked spinach and mashed potatoes.",FOOD#QUALITY,spinach,"('61', '68')","['It', 'served', 'skin', 'bed', 'extremely', 'undercooked', 'spinach', 'mashed', 'potatoes']"
negative,FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#QUALITY,salmon,"('29', '35')","['I', 'took', 'one', 'bite', '24', 'salmon', 'I', 'never', '17', 'years', 'I', 'going', 'restaurants', 'tasted', 'salmon', 'fishy', 'dry', 'bland', 'one', 'Flatbush', 'Farms']"
negative,FF#3,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.",FOOD#PRICES,salmon,"('29', '35')","['I', 'took', 'one', 'bite', '24', 'salmon', 'I', 'never', '17', 'years', 'I', 'going', 'restaurants', 'tasted', 'salmon', 'fishy', 'dry', 'bland', 'one', 'Flatbush', 'Farms']"
negative,FF#3,FF#3:10,"At this point, the waitress comes over and asks us if everything was okay, I was literally so shocked that I was speechless and didn't say anything, and guess what, the waitress WALKED away.",SERVICE#GENERAL,waitress,"('19', '27')","['At', 'point', 'waitress', 'comes', 'asks', 'us', 'everything', 'okay', 'I', 'literally', 'shocked', 'I', 'speechless', 'say', 'anything', 'guess', 'waitress', 'WALKED', 'away']"
negative,FF#3,FF#3:11,"So, I switch with my boyfriend again to see if maybe I could stomach the meat and spinach again, but the spinach was so undercooked that I just could not bite through it.",FOOD#QUALITY,spinach,"('105', '112')","['So', 'I', 'switch', 'boyfriend', 'see', 'maybe', 'I', 'could', 'stomach', 'meat', 'spinach', 'spinach', 'undercooked', 'I', 'could', 'bite']"
negative,FF#3,FF#3:12,I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FOOD#STYLE_OPTIONS,NULL,"('0', '0')","['I', 'even', 'enjoy', 'mashed', 'potatoes', 'hidden', 'completely', 'chicken', 'spinach']"
negative,FF#3,FF#3:14,So I decide to report back to the waitress because it was completely inedible.,FOOD#QUALITY,NULL,"('0', '0')","['So', 'I', 'decide', 'report', 'back', 'waitress', 'completely', 'inedible']"
negative,FF#3,FF#3:15,"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",SERVICE#GENERAL,NULL,"('0', '0')","['Guess', 'I', 'waited', 'TWENTY', 'minutes', 'came', 'finally', 'says', 'oh', 'well', 'I', 'wish', 'would', 'said', 'something', 'earlier', 'No', 'apology', 'nothing']"
negative,FF#3,FF#3:16,"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE#GENERAL,NULL,"('0', '0')","['After', 'simply', 'took', 'plates', 'walked', 'away', 'came', 'back', 'another', 'TWENTY', 'minutes', 'later', 'bill', 'chicken']"
negative,FF#3,FF#3:17,"No desert menu, no apology, nothing!!!!!!",SERVICE#GENERAL,NULL,"('0', '0')","['No', 'desert', 'menu', 'apology', 'nothing']"
negative,FF#3,FF#3:19,"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",SERVICE#GENERAL,manager,"('45', '52')","['This', 'really', 'really', 'gets', 'bad', 'manager', 'said', 'absolutely', 'nothing', 'matter', 'taste', 'like', 'I', 'cannot', 'comp']"
negative,FF#3,FF#3:20,"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE#GENERAL,NULL,"('0', '0')","['Again', 'apology', 'anything', 'else', 'I', 'get', 'I', 'get', 'drink', 'make', 'nothing']"
negative,FF#3,FF#3:22,The level of rudeness was preposterous.,SERVICE#GENERAL,NULL,"('0', '0')","['The', 'level', 'rudeness', 'preposterous']"
negative,FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",SERVICE#GENERAL,manager,"('4', '11')","['The', 'manager', 'came', 'table', 'said', 'want', 'paid', 'enjoy', 'drinks', 'appetizers', 'walked']"
positive,FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",DRINKS#QUALITY,drinks,"('101', '107')","['The', 'manager', 'came', 'table', 'said', 'want', 'paid', 'enjoy', 'drinks', 'appetizers', 'walked']"
positive,FF#3,FF#3:23,"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",FOOD#QUALITY,appetizers,"('112', '122')","['The', 'manager', 'came', 'table', 'said', 'want', 'paid', 'enjoy', 'drinks', 'appetizers', 'walked']"
negative,FF#3,FF#3:24,I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT#GENERAL,NULL,"('0', '0')","['I', 'HAVE', 'NEVER', 'EVER', 'HAD', 'SUCH', 'AN', 'UNPLEASANT', 'EXPERIENCE']"
negative,FF#3,FF#3:25,THIS STAFF SHOULD BE FIRED.,SERVICE#GENERAL,STAFF,"('5', '10')","['THIS', 'STAFF', 'SHOULD', 'BE', 'FIRED']"
positive,EVPK#9,EVPK#9:0,cirspy crust margherita pizza,FOOD#QUALITY,margherita pizza,"('13', '29')","['cirspy', 'crust', 'margherita', 'pizza']"
positive,EVPK#9,EVPK#9:2,it was really good pizza.,FOOD#QUALITY,pizza,"('19', '24')","['really', 'good', 'pizza']"
positive,EVPK#9,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#QUALITY,crust,"('4', '9')","['crust', 'imazingly', 'cooked', 'well', 'pizza', 'fully', 'loaded']"
positive,EVPK#9,EVPK#9:3,the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#STYLE_OPTIONS,pizza,"('40', '45')","['crust', 'imazingly', 'cooked', 'well', 'pizza', 'fully', 'loaded']"
positive,EVPK#9,EVPK#9:4,you know what i mean all the positives things happening there made mw write this review.,RESTAURANT#GENERAL,NULL,"('0', '0')","['know', 'mean', 'positives', 'things', 'happening', 'made', 'mw', 'write', 'review']"
negative,CLF#4,CLF#4:0,Single Worst Restaurant in Manhattan,RESTAURANT#GENERAL,Restaurant,"('13', '23')","['Single', 'Worst', 'Restaurant', 'Manhattan']"
positive,CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",AMBIENCE#GENERAL,decor,"('44', '49')","['couple', 'positives', 'cool', 'decor', 'good', 'pita', 'hummus', 'grilled', 'octopus', 'actually', 'pretty', 'tasty']"
positive,CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,pita,"('56', '60')","['couple', 'positives', 'cool', 'decor', 'good', 'pita', 'hummus', 'grilled', 'octopus', 'actually', 'pretty', 'tasty']"
positive,CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,hummus,"('65', '71')","['couple', 'positives', 'cool', 'decor', 'good', 'pita', 'hummus', 'grilled', 'octopus', 'actually', 'pretty', 'tasty']"
positive,CLF#4,CLF#4:1,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,grilled octopus,"('77', '92')","['couple', 'positives', 'cool', 'decor', 'good', 'pita', 'hummus', 'grilled', 'octopus', 'actually', 'pretty', 'tasty']"
negative,CLF#4,CLF#4:3,If I could give 0 stars I would do so for this place.,RESTAURANT#GENERAL,place,"('47', '52')","['If', 'I', 'could', 'give', '0', 'stars', 'I', 'would', 'place']"
